銘柄,銘柄,銘柄,取引区分,期限,預り区分,約定日,受渡日,株数,平均約定単価,手数料・諸経費等,課税額・譲渡益税,受渡金額・決済損益,受渡金額(日計り分)
2270,雪印メグミルク,PTS(O),信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"2,534.8",7,--,"-3,487",--
5110,住友ゴム工業,PTS(O),信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"1,727.7",5,--,"-1,275",--
5110,住友ゴム工業,PTS(X),信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"1,727.9",5,--,"-1,295",--
5110,住友ゴム工業,東証,信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"1,728",5,--,"-1,305",--
5110,住友ゴム工業,PTS(X),信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"1,727.8",5,--,"-1,285",--
5110,住友ゴム工業,東証,信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"1,728.5",5,--,"-1,355",--
5801,古河電気工業,東証,信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"7,304",21,--,"-2,121",--
5801,古河電気工業,PTS(X),信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"7,304",21,--,"-2,021",--
5801,古河電気工業,PTS(O),信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,100,"7,303.9",21,--,"-2,011",--
9308,乾汽船,東証,信用返済買,６ヵ月,特定,2025/02/13,2025/02/17,300,"1,500",13,--,"11,987",--
3402,東レ,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,900,991.7,--,--,--,--
3402,東レ,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,"1,000",960.5,--,--,--,--
3402,東レ,PTS(O),信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,100,991.7,--,--,--,--
3405,クラレ,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,500,"2,081",--,--,--,--
7003,三井Ｅ＆Ｓ,PTS(O),信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,560",--,--,--,--
7003,三井Ｅ＆Ｓ,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,559",--,--,--,--
7003,三井Ｅ＆Ｓ,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,625",--,--,--,--
7003,三井Ｅ＆Ｓ,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,560",--,--,--,--
7272,ヤマハ発動機,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,700,"1,210.5",--,--,--,--
7272,ヤマハ発動機,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,211.5",--,--,--,--
7272,ヤマハ発動機,東証,信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,"1,000","1,211",--,--,--,--
7272,ヤマハ発動機,PTS(X),信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,211.5",--,--,--,--
7272,ヤマハ発動機,PTS(O),信用新規売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,211.5",--,--,--,--
1812,鹿島建設,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,756.7",21,--,"-9,291",--
1812,鹿島建設,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,756.6",21,--,"-9,321",--
1812,鹿島建設,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,756.6",21,--,"-9,321",--
1812,鹿島建設,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,756.7",21,--,"-7,251",--
1812,鹿島建設,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,756.7",21,--,"-7,001",--
2264,森永乳業,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,771.5",21,--,"-1,011",--
2264,森永乳業,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,771.5",21,--,"-1,021",--
3402,東レ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,000",8,--,"-6,298",--
3402,東レ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,700,982.7,52,--,"4,148",--
3402,東レ,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,972,7,--,133,--
3402,東レ,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,983,7,--,623,--
3402,東レ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,400,"1,000",32,--,"-25,152",--
3402,東レ,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,982.7,7,--,593,--
3402,東レ,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,982.9,7,--,613,--
3405,クラレ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,200,"2,131",34,--,"-20,034",--
3844,コムチュア,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,950.7",125,--,"-9,785",--
3844,コムチュア,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,950.8",125,--,"-9,775",--
5076,インフロニア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,147.6",8,--,"-2,188",--
5076,インフロニア・ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,147.6",8,--,"-2,188",--
5076,インフロニア・ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,147.5",8,--,"-2,198",--
5233,太平洋セメント,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,200,"4,129",63,--,"-2,023",--
5631,日本製鋼所,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,200,"6,053",91,--,"23,709",--
5631,日本製鋼所,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"5,981",45,--,"4,655",--
5631,日本製鋼所,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,200,"5,982",91,--,"9,509",--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,450",56,--,"12,974",--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,347",56,--,"2,674",--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,450",56,--,"12,964",--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,491",56,--,"17,074",--
5803,フジクラ,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,347.2",56,--,"2,694",--
7003,三井Ｅ＆Ｓ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,400,"1,652",51,--,"-11,651",--
7003,三井Ｅ＆Ｓ,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,651",25,--,"-6,025",--
7003,三井Ｅ＆Ｓ,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,652.2",25,--,"-5,585",--
7003,三井Ｅ＆Ｓ,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,652.1",12,--,"-2,902",--
7003,三井Ｅ＆Ｓ,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,652.2",12,--,"-2,792",--
7732,トプコン,PTS(X),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,200,"2,818.2",602,--,"-32,062",--
7735,ＳＣＲＥＥＮホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"9,996",235,--,"-21,935",--
7735,ＳＣＲＥＥＮホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/12,2025/02/14,100,"9,996",235,--,"-21,835",--
1812,鹿島建設,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,849.6",--,--,--,--
1812,鹿島建設,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,826.5",--,--,--,--
1812,鹿島建設,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,849.6",--,--,--,--
1812,鹿島建設,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,829",--,--,--,--
1812,鹿島建設,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,849.4",--,--,--,--
2264,森永乳業,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,781.5",--,--,--,--
2264,森永乳業,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,781.4",--,--,--,--
3402,東レ,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,970.6,--,--,--,--
3402,東レ,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,400,"1,062.8",--,--,--,--
3402,東レ,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,062.9",--,--,--,--
3402,東レ,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,"1,000",976.7,--,--,--,--
3405,クラレ,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,"2,231",--,--,--,--
3877,中越パルプ工業,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,532.3",--,--,--,--
4619,日本特殊塗料,PTS(J),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,398.8",--,--,--,--
4619,日本特殊塗料,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,398.9",--,--,--,--
5076,インフロニア・ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,169.4",--,--,--,--
5076,インフロニア・ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,169.4",--,--,--,--
5233,太平洋セメント,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,"4,138.8",--,--,--,--
5301,東海カーボン,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,600,850.4,--,--,--,--
5301,東海カーボン,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,300,850.5,--,--,--,--
5301,東海カーボン,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,850.4,--,--,--,--
5631,日本製鋼所,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,500,"5,934",--,--,--,--
5803,フジクラ,PTS(J),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,319.8",--,--,--,--
5803,フジクラ,PTS(J),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,319.7",--,--,--,--
5803,フジクラ,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,"7,319.7",--,--,--,--
5803,フジクラ,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"7,319.7",--,--,--,--
5988,パイオラックス,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,388.9",--,--,--,--
5988,パイオラックス,PTS(J),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,388.9",--,--,--,--
6957,芝浦電子,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"4,720",--,--,--,--
7003,三井Ｅ＆Ｓ,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,700,"1,681",--,--,--,--
7003,三井Ｅ＆Ｓ,東証,信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,680",--,--,--,--
7003,三井Ｅ＆Ｓ,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,680",--,--,--,--
7735,ＳＣＲＥＥＮホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,100,"10,042",--,--,--,--
8698,マネックスグループ,PTS(X),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,894.9,--,--,--,--
8698,マネックスグループ,PTS(O),信用新規買,６ヵ月,特定,2025/02/12,2025/02/14,200,894.8,--,--,--,--
3402,東レ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,980.1,2,--,"1,158",--
3402,東レ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,900,980.1,26,--,"10,414",--
3402,東レ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,971.5,2,--,"-1,102",--
3402,東レ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,500,972,14,--,"-5,764",--
3402,東レ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,971.6,2,--,"-1,112",--
3402,東レ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,200,971.9,5,--,"-2,285",--
3402,東レ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,971.8,2,--,"-1,132",--
3405,クラレ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,200,"2,051",12,--,"5,988",--
3405,クラレ,PTS(O),信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"2,051",6,--,"2,994",--
3405,クラレ,PTS(O),信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,200,"2,051.5",12,--,"5,888",--
7003,三井Ｅ＆Ｓ,PTS(X),信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,675",4,--,"-5,004",--
7003,三井Ｅ＆Ｓ,PTS(J),信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,674.9",4,--,"-11,494",--
7003,三井Ｅ＆Ｓ,PTS(O),信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,674.9",4,--,"-4,994",--
7003,三井Ｅ＆Ｓ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,675",4,--,"-11,604",--
7003,三井Ｅ＆Ｓ,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,675",4,--,"-11,504",--
7272,ヤマハ発動機,PTS(O),信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,222",3,--,"-1,103",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,224",3,--,"-1,253",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,224",3,--,"-1,253",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,224",3,--,"-1,253",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,222.5",3,--,"-1,153",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,700,"1,224",25,--,"-9,475",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,222",7,--,"-2,207",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,200,"1,223",7,--,"-2,407",--
7272,ヤマハ発動機,PTS(X),信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,100,"1,222",3,--,"-1,103",--
7272,ヤマハ発動機,東証,信用返済買,６ヵ月,特定,2025/02/12,2025/02/14,300,"1,223.5",10,--,"-3,760",--
2269,明治ホールディングス,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,978.5",--,--,--,--
2269,明治ホールディングス,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,981",--,--,--,--
2269,明治ホールディングス,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,982",--,--,--,--
2269,明治ホールディングス,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,980.7",--,--,--,--
2432,ディー・エヌ・エー,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,696.3",--,--,--,--
2432,ディー・エヌ・エー,PTS(X),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,696.2",--,--,--,--
2432,ディー・エヌ・エー,PTS(X),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,725.2",--,--,--,--
2432,ディー・エヌ・エー,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,725.3",--,--,--,--
5803,フジクラ,PTS(X),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,625.2",--,--,--,--
5803,フジクラ,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,246.2",--,--,--,--
5803,フジクラ,東証,信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,598",--,--,--,--
5803,フジクラ,東証,信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,242",--,--,--,--
5803,フジクラ,東証,信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,242",--,--,--,--
5803,フジクラ,PTS(X),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,535.2",--,--,--,--
5803,フジクラ,東証,信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,525",--,--,--,--
5803,フジクラ,東証,信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,524",--,--,--,--
5803,フジクラ,PTS(O),信用新規売,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,598",--,--,--,--
1802,大林組,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,"2,163.1",32,--,"8,308",--
1802,大林組,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,163.2",16,--,"4,174",--
1802,大林組,PTS(X),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,"2,163.1",32,--,"8,288",--
186A,アストロスケールホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,300,644,59,--,391,--
186A,アストロスケールホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,644,39,--,221,--
186A,アストロスケールホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,644,39,--,241,--
186A,アストロスケールホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,300,644,59,--,421,--
2269,明治ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,971.2",23,--,"-14,903",--
2269,明治ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,971.2",23,--,"-14,903",--
3382,セブン＆アイ・ホールディングス,PTS(O),信用返済売,無期限,特定,2025/02/10,2025/02/13,100,"2,400.2",299,--,"-4,479",--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,無期限,特定,2025/02/10,2025/02/13,100,"2,400.3",299,--,"-4,469",--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,無期限,特定,2025/02/10,2025/02/13,100,"2,400.2",299,--,"-4,479",--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,無期限,特定,2025/02/10,2025/02/13,100,"2,400.1",299,--,"-4,489",--
3382,セブン＆アイ・ホールディングス,PTS(O),信用返済売,無期限,特定,2025/02/10,2025/02/13,100,"2,400.3",299,--,"-4,469",--
3382,セブン＆アイ・ホールディングス,PTS(X),信用返済売,無期限,特定,2025/02/10,2025/02/13,500,"2,400.3","1,495",--,"-19,845",--
3861,王子ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,615.2,4,--,546,--
3861,王子ホールディングス,PTS(X),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,615.3,4,--,556,--
3861,王子ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,300,615.2,14,--,"1,636",--
3861,王子ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,615.3,9,--,"1,131",--
3861,王子ホールディングス,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,300,615.4,14,--,"1,696",--
3861,王子ホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,615.1,9,--,"1,071",--
3861,王子ホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,615.1,4,--,536,--
3861,王子ホールディングス,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,615.2,9,--,"1,111",--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,640",101,--,-701,--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,641",50,--,-160,--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,242",49,--,"-18,849",--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,640",101,--,-701,--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,242",49,--,"-18,949",--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,640",50,--,-260,--
5803,フジクラ,東証,信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,400,"6,640",203,--,"-1,403",--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"15,280",234,--,-414,--
6920,レーザーテック,PTS(O),信用返済売,６ヵ月,特定,2025/02/10,2025/02/13,100,"15,280",234,--,-374,--
1802,大林組,PTS(X),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,200,"2,121.4",--,--,--,--
1802,大林組,PTS(X),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,121.3",--,--,--,--
1802,大林組,東証,信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,200,"2,121.5",--,--,--,--
2269,明治ホールディングス,東証,信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,120",--,--,--,--
2269,明治ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,120",--,--,--,--
3382,セブン＆アイ・ホールディングス,東証,信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,"1,000","2,400",--,--,--,--
3861,王子ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,500,609.7,--,--,--,--
3861,王子ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,200,609.6,--,--,--,--
3861,王子ホールディングス,PTS(O),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,200,609.6,--,--,--,--
3861,王子ホールディングス,東証,信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,500,609.7,--,--,--,--
3861,王子ホールディングス,PTS(X),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,609.7,--,--,--,--
5803,フジクラ,PTS(O),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,643",--,--,--,--
5803,フジクラ,東証,信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,400,"6,643",--,--,--,--
5803,フジクラ,PTS(X),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,643",--,--,--,--
5803,フジクラ,東証,信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,430",--,--,--,--
5803,フジクラ,東証,信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,431",--,--,--,--
5803,フジクラ,PTS(J),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,642.1",--,--,--,--
6920,レーザーテック,PTS(X),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,"15,272.6",--,--,--,--
6920,レーザーテック,PTS(O),信用新規買,６ヵ月,特定,2025/02/10,2025/02/13,100,"15,273.4",--,--,--,--
2269,明治ホールディングス,PTS(J),信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,917.9",8,--,"6,052",--
2269,明治ホールディングス,PTS(O),信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,918",8,--,"6,262",--
2269,明治ホールディングス,PTS(O),信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,917.6",8,--,"6,332",--
2269,明治ホールディングス,PTS(O),信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"2,917.6",8,--,"6,432",--
2432,ディー・エヌ・エー,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,732",11,--,-691,--
2432,ディー・エヌ・エー,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,732",11,--,"-3,581",--
2432,ディー・エヌ・エー,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,732",11,--,"-3,591",--
2432,ディー・エヌ・エー,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"3,732",11,--,-681,--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,649",19,--,"-12,519",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,649",39,--,"-10,239",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,649",18,--,"-40,718",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,649",18,--,"-40,718",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,649",39,--,"-24,839",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,649",19,--,"-11,399",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,649",18,--,"-40,298",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,200,"6,649",39,--,"-10,239",--
5803,フジクラ,東証,信用返済買,６ヵ月,特定,2025/02/10,2025/02/13,100,"6,649",19,--,"-2,399",--
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,PTS(X),信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"3,512.7",--,--,--,--
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,PTS(X),信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"3,512.8",--,--,--,--
3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,PTS(O),信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"3,654.4",--,--,--,--
5805,ＳＷＣＣ,PTS(X),信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"7,362",--,--,--,--
5805,ＳＷＣＣ,PTS(O),信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"6,831",--,--,--,--
5805,ＳＷＣＣ,PTS(O),信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"7,551",--,--,--,--
5805,ＳＷＣＣ,PTS(X),信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"7,341",--,--,--,--
5805,ＳＷＣＣ,東証,信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"7,370",--,--,--,--
5805,ＳＷＣＣ,東証,信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"7,380",--,--,--,--
5805,ＳＷＣＣ,東証,信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"7,390",--,--,--,--
5805,ＳＷＣＣ,東証,信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"7,390",--,--,--,--
5805,ＳＷＣＣ,東証,信用新規売,６ヵ月,特定,2025/02/07,2025/02/12,100,"6,650",--,--,--,--
